	user	text	created_at	name	tweets_ago	sent	pos	neg	neu	compound
20	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40617028, 'friends_count': 1115, 'listed_count': 133403, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 189972, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Democrats are upset about the Supreme Court upholding the travel ban https://t.co/C6qseMpElZ https://t.co/jE4ywCSz7z	Tue Jun 26 18:52:28 +0000 2018	CNN	21	{'neg': 0.313, 'neu': 0.505, 'pos': 0.182, 'compound': -0.3818}	0.182	0.313	0.505	-0.3818
2	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	"HHS official says 2,047 children who were separated from their families under  President Trump's ""zero-tolerance po… https://t.co/hGsLTac02S"	Tue Jun 26 21:45:30 +0000 2018	CBS News	3	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
7	{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/ghL9OoYKMM to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/ghL9OoYKMM', 'expanded_url': 'http://nyti.ms/2FVHq9v', 'display_url': 'nyti.ms/2FVHq9v', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 42262380, 'friends_count': 886, 'listed_count': 195457, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 17115, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 324609, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1522172276', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	"Lindsay Lohan says she's in a better place now. ""I’m a normal, nice person. A good person. I don’t have any bad int… https://t.co/okC0kcCgu1"	Tue Jun 26 21:10:06 +0000 2018	The New York Times	8	{'neg': 0.125, 'neu': 0.569, 'pos': 0.306, 'compound': 0.6249}	0.306	0.125	0.569	0.6249
80	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	Teen was 42nd child to flee network of migrant shelters along border since October https://t.co/e6nGv8zKG2 https://t.co/DvvYWJIW6X	Tue Jun 26 07:03:04 +0000 2018	CBS News	81	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
46	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40617028, 'friends_count': 1115, 'listed_count': 133403, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 189972, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Philippine President Rodrigo Duterte promised to mend fences with the Catholic Church in the wake of scathing comme… https://t.co/ostSSY0ytk	Tue Jun 26 14:35:06 +0000 2018	CNN	47	{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}	0.122	0.0	0.878	0.3612
31	"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 23596888, 'friends_count': 85, 'listed_count': 109210, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 280198, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"	Eritrea and Ethiopia open first high-level talks in 20 years https://t.co/tFjP29Yfxo	Tue Jun 26 14:41:59 +0000 2018	BBC News (World)	32	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
49	{'id': 15012486, 'id_str': '15012486', 'name': 'CBS News', 'screen_name': 'CBSNews', 'location': 'New York, NY', 'description': 'Your source for original reporting and trusted news.', 'url': 'https://t.co/VGut7r2Vg5', 'entities': {'url': {'urls': [{'url': 'https://t.co/VGut7r2Vg5', 'expanded_url': 'http://CBSNews.com', 'display_url': 'CBSNews.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6593580, 'friends_count': 432, 'listed_count': 48150, 'created_at': 'Thu Jun 05 00:54:31 +0000 2008', 'favourites_count': 270, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 179483, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'D9DADA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/645966750941626368/d0Q4voGK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15012486/1527023725', 'profile_link_color': 'B12124', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EAEDF0', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	A 17-year-old made a stunning escape from a plane crash in Detroit. Dramatic video shows the teen rolling out of th… https://t.co/6aK0Kr105I	Tue Jun 26 12:15:36 +0000 2018	CBS News	50	{'neg': 0.117, 'neu': 0.696, 'pos': 0.187, 'compound': 0.1531}	0.187	0.117	0.696	0.1531
80	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40617028, 'friends_count': 1115, 'listed_count': 133403, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 189972, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Entire police force of Mexico town detained after mayoral candidate's assassination https://t.co/JrTKDzfpDv https://t.co/g8gAqO8ptJ	Tue Jun 26 08:02:17 +0000 2018	CNN	81	{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.765}	0.0	0.375	0.625	-0.765
88	{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/ghL9OoYKMM to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/ghL9OoYKMM', 'expanded_url': 'http://nyti.ms/2FVHq9v', 'display_url': 'nyti.ms/2FVHq9v', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 42262380, 'friends_count': 886, 'listed_count': 195457, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 17115, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 324609, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1522172276', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	RT @coopnytimes: As Simon Rattle's 16 years at the helm of the @BerlinPhil comes to a close, you can watch and listen to some of the high p…	Tue Jun 26 07:17:02 +0000 2018	The New York Times	89	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
14	{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/ghL9OoYKMM to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/ghL9OoYKMM', 'expanded_url': 'http://nyti.ms/2FVHq9v', 'display_url': 'nyti.ms/2FVHq9v', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 42262380, 'friends_count': 886, 'listed_count': 195457, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 17115, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 324609, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1522172276', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}	It was an afternoon of “God, fashion and politics or God, politics and fashion, whichever” https://t.co/TRXksDGoNi	Tue Jun 26 20:08:03 +0000 2018	The New York Times	15	{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}	0.123	0.0	0.877	0.2732
50	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40617028, 'friends_count': 1115, 'listed_count': 133403, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 189972, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/gX9hFCjE9E	Tue Jun 26 13:54:05 +0000 2018	CNN	51	{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.7717}	0.0	0.325	0.675	-0.7717
56	"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 23596888, 'friends_count': 85, 'listed_count': 109210, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 280198, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"	Billy Elliot 'gay propaganda' row exposes purge in Hungary https://t.co/1TkcbgzwNb	Mon Jun 25 23:41:22 +0000 2018	BBC News (World)	57	{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.3612}	0.0	0.304	0.696	-0.3612
10	"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 23596888, 'friends_count': 85, 'listed_count': 109210, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 280198, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"	"RT @BBCSport: GOAL!

Now then...

Gylfi Sigurdsson fires a penalty into the roof of the net!

#ISL 1-1 #CRO 

Live: https://t.co/aeMK9g0ELv…"	Tue Jun 26 19:36:52 +0000 2018	BBC News (World)	11	{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.555}	0.0	0.159	0.841	-0.555
